"siteID","date","intercept275","slope275","intercept350","slope350","Sr"
"ARIK",2023-11-07 17:08:00,5.44820058503487,0.0160836559720406,6.23926111308375,0.018349672211853,0.876509170646187
"ARIK",2024-01-02 18:04:00,5.54599111384763,0.0167554245078751,6.13904666244481,0.0184275564416553,0.909259160916184
"ARIK",2024-01-17 17:45:00,5.54732345226896,0.0168771860981082,6.16341399903538,0.0186207370048385,0.906365096812374
"ARIK",2024-02-06 14:49:00,5.0405821709693,0.0156762632533593,5.80107986586671,0.0179286232746177,0.874370720676185
"ARIK",2024-02-13 15:23:00,5.43921371737347,0.0161817660818563,6.02795824185756,0.0178907647815757,0.90447592819065
"ARIK",2024-02-27 16:17:00,5.48928948339587,0.0162185890262598,6.06629880740921,0.0178800497356526,0.907077400009693
"ARIK",2024-03-05 15:10:00,5.51345153776523,0.0162718080349982,6.04636693921764,0.0177982242736982,0.914237723088155
"ARIK",2024-03-11 17:40:00,5.47888843002627,0.0163201642138496,5.91889628920142,0.01757422141569,0.928642232723851
"ARIK",2024-04-02 14:27:00,5.47063026732904,0.0161159747384773,6.01378057568662,0.017699227266779,0.910546799335508
"ARIK",2024-04-09 16:53:00,5.54593927273536,0.0162149575874932,6.01054207952184,0.0175271349025449,0.925134522992619
"ARIK",2024-04-22 17:37:00,5.52994152261876,0.0166707016458007,5.94438278239423,0.0178219384271262,0.935403391385684
"ARIK",2024-04-30 17:46:00,5.29911703762497,0.0165098435797408,5.64846380058607,0.0174467866938742,0.946297095816364
"ARIK",2024-05-07 17:03:00,5.65339963497431,0.0166581909003975,6.13315229428182,0.0179955805017106,0.92568233065969
"ARIK",2024-05-14 15:24:00,5.63797373582201,0.0164464082662734,6.10190597072457,0.0177291241685193,0.927649223387836
"ARIK",2024-05-29 13:53:00,-3.1281348254085,-0.00180551590542286,-1.91102231252182,0.00517732154364124,-0.348735517043632
"ARIK",2024-06-03 17:06:00,5.73957368843909,0.0164802492710988,6.16525748615101,0.0176279097058333,0.934895262462415
"ARIK",2024-06-11 14:37:00,5.63763334483687,0.0165026920311601,6.26996526322936,0.0182626173744743,0.903632359632412
"ARIK",2024-06-24 16:32:00,5.06535573752169,0.0142765426255913,5.34518686157822,0.0150556785910196,0.948249694577496
"ARIK",2024-07-09 14:18:00,5.59639560888607,0.0171344163225563,5.40601090245957,0.0164478353533787,1.04174293786548
"ARIK",2024-07-16 16:40:00,5.66923256251271,0.0173147483685255,6.15406058277003,0.0186635148583155,0.927732450182658
"ARIK",2024-11-05 17:57:00,3.63430989515188,0.0105034744310713,3.30409123531173,0.01013454427915,1.0364032305508
"ARIK",2024-12-03 18:10:00,5.44508504398346,0.0161480899094877,6.11175840813282,0.0180806214941511,0.893115865221308
"ARIK",2024-12-17 17:59:00,5.34417766387398,0.0162336364686878,5.90792525049201,0.0178807361326986,0.907884124468523
"ARIK",2025-01-07 15:20:00,5.33219654693676,0.0161674525842949,5.97500620617448,0.0180378388833107,0.896307628030412
"ARIK",2025-01-13 17:59:00,5.39794194759131,0.0162285345845294,5.98209810243329,0.0179327324093172,0.904967197084682
"ARIK",2025-02-04 15:55:00,5.23064078321745,0.0157183360888073,5.73089149422291,0.0171709152424205,0.915404675108717
"ARIK",2025-02-11 18:06:00,5.36047604547694,0.0165772717295788,5.77189137946632,0.0177316020444159,0.934899829584173
"ARIK",2025-02-25 17:35:00,5.30162701904219,0.0161115477171782,5.74403511047372,0.0173820355040758,0.926907997248093
"ARIK",2025-03-03 18:18:00,5.30765795719356,0.0159862899165125,5.8462128167532,0.0175394962581215,0.911445213776322
"ARIK",2025-03-11 14:37:00,5.33680860668257,0.0157619809199305,5.88138000481308,0.0173510454153305,0.908416786576099
"ARIK",2025-04-08 15:24:00,5.57331079204334,0.0166368243821268,6.18994892185772,0.0183886847658441,0.904731610442786
"ARIK",2025-04-10 16:25:00,5.51670616940171,0.0163064219476576,6.10565895954689,0.0179811564819008,0.906861689573254
"ARIK",2025-04-22 17:05:00,4.99055388307755,0.0135125288174533,3.42680171536931,0.00873726874917752,1.54653922242294
"ARIK",2025-05-05 17:32:00,5.45636964452546,0.0165250228388797,5.91256146498316,0.0177926740830674,0.928754315496955
"ARIK",2025-05-07 16:55:00,5.57754257714683,0.0165353921406991,6.01998906935241,0.0177814473870252,0.929923857197628
"ARIK",2025-05-13 14:19:00,5.47606764250427,0.0163469191527794,5.99086789552738,0.0178007687299025,0.918326584700756
"ARIK",2025-05-29 16:43:00,5.56483573210048,0.0163100942044603,6.11765771987651,0.0178583724955982,0.913302385672625
